"Feature";"Gain";"i.Gain";"i.Gain.1";"i.Gain.2";"i.Gain.3";"i.Gain.4";"i.Gain.5";"i.Gain.6";"i.Gain.7";"i.Gain.8";"i.Gain.9";"i.Gain.10";"Maxima"
"mvr_mpagominimo__min";0,000150246365580932;0,000589399186346665;0,000484183409396478;0,00016552181422001;0,000214784154870257;6,77258880152895e-05;0,000352258561322807;0,000258787024408528;8,7826097429221e-05;0,000754223221505031;0,000265991832789401;0,000419937079330024;0,000754223221505031
"cinversion1";0,000359735818559791;0,000183984854522947;0,000233454528149667;0,000409358221226125;0,000372541934155735;0,000381158526166608;0,000190281786462367;0,000186935270807544;0,000203877739483717;0,000369250046160892;0,000502287875942853;0,000419670817245795;0,000502287875942853
"ccomisiones_mantenimiento__ravg";0,000146045694630954;0,000497059923205107;0,000711448381617681;0,000402424669953163;0,000401498347477989;0,000445794302407228;0,00106543076904828;0,000727437867677786;0,000815158212483273;0,000700353476890908;0,000481357292286951;0,000417377145110535;0,00106543076904828
"cforex__tend";2,67457851367697e-05;0,000624222864039469;0,000879592918073945;0,00019350648128277;0,00018302584388251;3,26243012716417e-05;0,000129574790764748;0,000430734246914419;8,56276978413699e-05;0,00052103830505998;0,000416571616753057;0,000415062667190704;0,000879592918073945
"mv_mconsumosdolares__tend";0,000264530248817331;0,000607021035646839;0,000648458180412969;0,00049927859622692;0,000581095121598813;0,00049740368196762;0,000204610093288247;0,000433596012833487;0,000159339608153406;0,000732658017838045;0,000512036861155538;0,000414773858505623;0,000732658017838045
"ccajas_depositos__ravg";0,000497457463742219;0,000863390519224918;0,000994487996444853;0,00089164471741119;0,000881526594367044;0,00090092605645405;0,00122995973450996;0,00077371280810533;0,00073760124784228;0,00064750699052303;0,000672366361713691;0,000413260105642012;0,00122995973450996
"Master_mconsumospesos__max";0,000161320080993181;0,000492062720198009;0,000514224370510044;0,000145785079037303;7,90459854132565e-05;5,7783543405515e-05;0,000668588613335789;0,000476536096479082;0,000707968893197948;0,000640862567320298;0,00055015242405293;0,000412870025140322;0,000707968893197948
"mextraccion_autoservicio__ravg";NA;NA;NA;NA;NA;NA;0,000634309491073426;0,000694457107728266;0,000596909710792504;0,000886605224873689;0,000450344507393642;0,000411832497031286;0,000886605224873689
"mvr_mconsumosdolares__min";0,000310726374252628;0,000564463347328168;0,000562578466249913;0,000106842331729456;0,000210965098114719;0,00019335874143198;0,000210395356421182;0,000467642873676288;0,000178855906832007;0,000445419206993335;0,000373740927251822;0,000409279452099254;0,000564463347328168
"ccajas_consultas";0,000361613601103122;0,000313153616423766;0,00043854141172832;0,000520070466669784;0,000639793591173857;0,000669298446151335;0,000448423943396781;0,00046935169983223;0,000395680932448323;0,000487984926082865;0,000447553062374292;0,000408799796011579;0,000669298446151335
"Visa_fultimo_cierre__min";0,000351982393833791;0,000282802597337408;0,000202774194282492;0,000206956663582416;0,000128454724849528;0,000155261326454857;0,000433238220931803;2,52145617200084e-05;0,000257376245839048;0,000703645995779719;0,000266059561953965;0,000408089517150147;0,000703645995779719
"active_quarter__ravg";NA;NA;NA;NA;NA;NA;0,000253469023628965;0,000226833644967755;7,22764866938025e-05;0,000443041932681405;4,87827979293954e-05;0,000406682393932461;0,000443041932681405
"mcuenta_debitos_automaticos__max";0,00013982281015611;0,000616747376624562;0,000646641778622524;0,00020394623690912;6,43982272107027e-05;8,40362493668563e-05;0,000380367849009214;0,000461045272286287;0,000667149964896857;0,000703569173999323;0,00044440490401829;0,000405995561176121;0,000703569173999323
"Visa_mconsumototal__min";NA;NA;NA;NA;NA;NA;0,00104803131966316;0,000810975900666224;0,000696924703186952;0,00082305729913381;0,000251125292590433;0,00040314875025255;0,00104803131966316
"Visa_msaldototal__max";NA;NA;NA;NA;NA;NA;0,00071291099681336;0,000704938921353921;0,000774975769025928;0,000762104939228739;0,000318773947876721;0,000402717450142965;0,000774975769025928
"ctarjeta_debito__tend";0,000150499180019649;0,000334547694875197;0,000995552215620283;8,53682170679409e-05;6,56917242260549e-05;5,26691568888371e-05;0,000300314482068056;0,000963275663841144;0,000374335570314157;0,000449719059505206;0,000301266903309888;0,000402285969169351;0,000995552215620283
"mcheques_depositados__tend";0,000109188984544907;0,000384206899047286;0,000769392988103519;0,000210417689298176;0,000242616172793747;0,000341504512660744;0,000293559407046328;0,000139769259214195;0,000182363796423953;0,000422804059583212;0,000408163629969181;0,00039954185958385;0,000769392988103519
"ctarjeta_debito_transacciones__max";0,000125105171927793;0,000721679169355489;0,000697183419743932;0,000418099858637226;1,01488182052876e-05;1,7603286280083e-05;0,000282515557070226;0,000521722108336328;0,000388161073609585;0,00072431713542807;0,000238822338130127;0,000399349829474982;0,00072431713542807
"mv_mpagado__tend";0,000105263545931588;0,000964094364205673;0,00100746308568854;0,000173682315468298;0,000279146436922882;0,000206169395734851;0,000274443015908017;0,00062109018705907;0,000148220352355048;0,000586963058819593;0,000672448884695008;0,000396460899305501;0,00100746308568854
"Visa_mpagado__tend";0,000153188902946552;0,000827166741790547;0,00098513008152699;0,000649519499284426;0,000378888484722493;0,000497099239661116;0,000843898154710439;0,00088365275748514;0,000751391059805462;0,000713922169409228;0,000381169872459987;0,000396421673348958;0,00098513008152699
"cpagodeservicios__tend";0,000205082831867039;0,000511581720042331;0,000866553500527425;0,000422744441859729;0,000265738901036797;0,000116038214788595;0,00029122538151006;0,000561138710353257;0,000258051446622694;0,000459938260738207;0,000218728235023444;0,000396355474973854;0,000866553500527425
"matm__max";0,000331130625571319;0,000630028759265462;0,000610281410385988;0,000219361641363457;9,04616304258069e-05;4,57116496615726e-05;0,000626895190202138;0,000511559789630239;0,000440666294551569;0,000933710701704881;0,000349373036435383;0,000393238744017816;0,000933710701704881
"Visa_msaldodolares__tend";0,000276675770590503;0,000557280421606977;0,000748378094852711;0,000242100477411438;0,000552408999109229;0,000357140066964566;0,000812386266005541;0,000619149120608426;0,000613552739456573;0,000471705140648582;0,000327860861911644;0,000391906405534493;0,000812386266005541
"mtarjeta_visa_consumo__ravg";0,000327499567822514;0,000641460261324211;0,000597961265374226;7,54451921525357e-05;0,000126491777488534;7,87862530484358e-05;0,00501042551144006;0,000716601477977656;0,000364950290957859;0,000702207447142795;0,000400250775913051;0,00039149739169928;0,00501042551144006
"Visa_Finiciomora__min";0,000120329919741666;0,000298319489754051;0,000539532963127591;0,000338128870050184;6,17999577074081e-06;7,10207155806188e-05;0,000410443868664771;0,000230758169800838;0,000277115609263368;0,000609198947833114;0,000413196171846825;0,000389111530813874;0,000609198947833114
"mforex_sell__tend";0,000184262956277778;0,000513653415289847;0,000848970601583537;0,000192263723849221;2,61550887556388e-05;1,86817599286535e-05;0,000837208841781044;0,000885296018165641;0,000747528316674972;0,000384740653296664;0,000170190326063829;0,000388675148318047;0,000885296018165641
"Visa_mconsumosdolares__ravg";0,000152615449355173;0,000630181316472545;0,00053338379855792;0,000320963888553314;0,00010066588465803;4,25848246098123e-05;0,000349463695591466;0,000260237949646236;4,30861725489488e-05;0,000771185172556833;0,000155778422763618;0,000388620215149971;0,000771185172556833
"mv_fultimo_cierre__min";5,76329357458536e-05;0,000214294359163387;0,00024084470116504;0,000492761354650168;0,00023600457372543;0,000282775881339408;2,71203209161315e-05;0,00010337554577348;2,33802441627787e-05;0,000715623493486282;0,000301745089286327;0,00038855159370522;0,000715623493486282
"ctarjeta_visa_transacciones__max";NA;NA;NA;NA;NA;NA;0,00059267860549981;0,000464323462727627;0,000391008639337464;0,000721402115164841;0,000430436592935217;0,000388051589611605;0,000721402115164841
"Master_mpagospesos";0,000590804028706002;0,0012322306113036;0,000952227972687857;0,000443519900496279;0,000473440075118909;0,0004079459577964;0,000626186910036426;0,000606781331357953;0,000901157282879502;0,00077658231830513;0,000539812437301243;0,000387526441939771;0,0012322306113036
"mautoservicio__max";0,000439513686077392;0,00101181197329153;0,000823333563962069;0,000700567248928206;5,89562946810836e-05;3,8320149261768e-05;0,000735428556246883;0,000869355468062709;0,000524960712083808;0,000857482233796033;0,000337329617532965;0,000387413169286477;0,00101181197329153
"ccallcenter_transacciones__max";0,000406649643026452;0,00105930512940398;0,00104264253710141;0,000403649849264385;0,000433699861049618;0,000620882907667685;0,000465188997875481;0,000962603370576819;0,000472852238450889;0,000847201337313162;0,000622290762811818;0,000386650405476347;0,00105930512940398
"mv_mlimitecompra__tend";0,000230168796198449;0,000566424411542475;0,00069748749401236;0,000367247004361739;0,000349789616127918;0,000373087088912382;0,000668216725522354;0,0007675417407858;0,000523066481594316;0,000816283838973648;0,000253524832662792;0,000384455779272649;0,000816283838973648
"mvr_mpagosdolares__tend";0,000181080625331627;0,000552714260345355;0,000791850708846164;0,00019088576196394;0,000130526937678431;7,05068472834364e-05;0,000313422576001563;0,000588613114206266;0,00019198174100994;0,00054144623651143;0,000356943330455465;0,000383325310329464;0,000791850708846164
"Master_msaldopesos__min";6,67907862114428e-05;0,000494775220542527;0,000618781807635278;0,000115060924818199;0,000160120885502905;5,41510354604552e-05;0,000333666050337891;0,000309257527926697;0,00041873185675265;0,000482479917469129;0,000273974783231873;0,000382036172530521;0,000618781807635278
"mvr_mconsumototal__max";0,000105698583926472;0,000740571791583929;0,000685818116625761;0,00021261309985384;0,000126196366861968;0,000140268291004362;0,000439131736450247;0,000606918923998722;0,000322061202173404;0,000736251505322243;0,000176332346216593;0,000380681110461796;0,000740571791583929
"Master_fultimo_cierre__max";NA;NA;NA;NA;NA;NA;0,00023267782998864;0,000552581857410014;0,000178210641075397;0,000638892175774995;0,000278471407091461;0,000380043225237345;0,000638892175774995
"ccajas_transacciones__ravg";0,000185526300700624;0,000786341978803331;0,000732997637545203;0,000156683842896259;8,31011023672545e-05;7,78300447876541e-05;0,000355611978722106;0,000375038234659311;0,000174257188848285;0,000680298475339765;0,000142660029816667;0,000377103689392748;0,000786341978803331
"Master_mconsumospesos__ravg";0,00018122792069083;0,000624915287500552;0,000714080861785263;0,000404498332621918;0,000108310521803921;3,8881562989616e-05;0,000569850395073894;0,000442717360425671;0,000522718916247117;0,000525660229582608;0,000293357370260092;0,000375038381638833;0,000714080861785263
"Master_mconsumospesos__tend";0,000136446486241377;0,000541960735647455;0,000591406967791557;0,000451823097838569;0,000103957039147853;8,23136510625538e-05;0,000249845780477292;0,000818255424638245;0,000109136321826412;0,000760074703108982;0,000662708585902073;0,000373391447968744;0,000818255424638245
"cseguro_accidentes_personales__tend";3,27429583148997e-05;7,25879340701656e-05;0,000487329343541164;0,000203008270754925;0,000207194672158195;0,000150138173156206;5,69395627630676e-05;0,000426093213375512;0,000131285553285283;0,00018593679638924;0,000220769652684607;0,000372938354278736;0,000487329343541164
"mvr_mconsumototal__min";0,000246569114910899;0,00061809779688613;0,000668944720572987;0,000289801881730334;0,00011609827506645;0,000216331575039668;0,000698173032212734;0,00061042525303136;0,000532075942730958;0,000725838844358196;0,000259725804976168;0,000370613628244491;0,000725838844358196
"mv_msaldopesos__max";0,000248160386110669;0,00049292058500686;0,000595553069950899;0,000248600716615954;0,000223935468229757;7,46446177466268e-05;0,000235208019432737;0,00048303764363892;0,000121046654068394;0,000679578911901314;0,000373726201572589;0,000369305965260068;0,000679578911901314
"mv_cconsumos__max";0,000126104913950332;0,000572717831970764;0,000534556735451549;0,000444207194156934;0,000540325199005898;0,000588190592076098;0,000281997604546299;0,000659358843027013;0,000182590383855037;0,000673324450345363;0,000444829908624732;0,000369222622259233;0,000673324450345363
"Master_msaldototal__min";7,00325988997312e-05;0,000413896758129776;0,000576209523294171;0,00021767692561802;0,000180679899057723;0,000137609591744431;0,00019230728321168;0,000263027441483639;0,000112058171835804;0,000629894967913405;0,000267275168393056;0,000368603186235967;0,000629894967913405
"mv_mconsumospesos__min";0,000153824611806355;0,000347980181797983;0,000310854833134285;0,000326401180075428;0,000142868913869561;7,25654813552914e-05;0,00144122811845454;0,000407475348331422;0,000457314511221669;0,000648824532281676;0,000394147848448912;0,000366443995803821;0,00144122811845454
"mforex_buy__tend";0,000193394926256205;0,000539425433332403;0,000703369204613229;0,000577219901734172;0,000303877323569939;0,000313513610324505;0,00029370483811159;0,00060695176167443;0,000183827153276415;0,000498892049905257;0,000561441183207427;0,000365537638997554;0,000703369204613229
"mtarjeta_visa_descuentos__ravg";0,000142583456660758;0,000692233542802178;0,000731907560460511;0,000293526419063304;0,000191233646314004;0,000153925786089658;0,000113884720748251;0,00046930614013281;9,79444716653343e-05;0,000620110723756882;0,000237560812819067;0,000365040947310912;0,000731907560460511
"mprestamos_prendarios__max";0,000336642096394787;0,000242861409905304;0,000529577482236775;0,000357100130498343;0,000432161458434624;0,000406647395844367;0,000415132693688598;0,000449490046011749;0,000455111345987243;0,000284551041937567;0,000427133272028444;0,000363454893917837;0,000529577482236775
"catm_trx_other__ravg";0,000160462928612235;0,000640991671331542;0,000625990863395214;0,000408446119378547;0,0002254553859278;0,000304560454982021;0,000625719328386989;0,000679021706565836;0,000617521700940025;0,000599711760775387;0,000291478114104465;0,000359150092972332;0,000679021706565836
"Master_status__tend";0,000242593254101516;0,000478843183093795;0,000385361051916069;0,000330270261691204;5,95372304375054e-05;5,56865529814121e-05;0,000369171519108744;0,000393736473048387;0,000203369440700454;0,000669978552308353;0,000221008113647481;0,00035739812091196;0,000669978552308353
"cpayroll_trx__max";0,000317309980293423;0,000710929043525763;0,000822192952897756;0,000492751736074734;0,000222845174233426;0,0001698483463526;0,00147592418464095;0,00109368721089464;0,00239188130978198;0,000681259100759273;0,00015144976893969;0,000351589813478181;0,00239188130978198
"Master_mconsumototal__tend";NA;NA;NA;NA;NA;NA;0,00090618387143307;0,000458499474589651;0,000893450677535974;0,000579706520826691;0,000296197258687594;0,000350365293099389;0,00090618387143307
"Master_cconsumos";0,000195064335401059;0,000283618207559853;0,000445386130654174;0,000268363756445563;0,000302489276253938;0,000183699921813633;0,000202472568223089;0,000231196431758156;8,94079774009413e-05;0,000457650408541594;0,000307364171067506;0,000350243031557351;0,000457650408541594
"mvr_Visa_mlimitecompra__max";NA;NA;NA;NA;NA;NA;0,000178961545571386;0,0006440691282559;0,000114576608581198;0,00092749792389127;0,000134353903559726;0,00035009509454702;0,00092749792389127
"ctarjeta_visa_debitos_automaticos";0,000439419962642029;0,000735802390576475;0,000615946580317921;4,64619711444012e-05;2,20008657136982e-05;3,27866302574512e-05;0,000292725690596842;0,000711140695562237;0,000164204714505373;0,000721821808442292;0,000225976376746091;0,000348404002897438;0,000735802390576475
"matm_other__ravg";0,000199615826716051;0,00062193797751825;0,000544352321276773;0,000261056820729463;0,000303026817668287;0,00020261769703878;0,000731962936854093;0,000529505364485972;0,000501372324756292;0,000670086591209678;0,000390862794003461;0,00034504900953526;0,000731962936854093
"mvr_mconsumosdolares__max";0,000273002166244674;0,000585389244323035;0,000501267629717036;8,21778696970393e-05;6,30747021638594e-05;6,7531999767143e-05;0,000232200230403419;0,000417255842640691;0,000201611617542571;0,000680231518246273;0,00028534225107385;0,000343202394351706;0,000680231518246273
"Visa_mconsumosdolares";7,66634847664958e-05;0,000680651770290959;0,000606967111770549;0,000117509209913383;0,000393023193869627;0,000317480251589712;0,000365475819868411;0,000379560967948591;0,000314902935248325;0,000650148094500792;0,000391072397190049;0,000339945829682459;0,000680651770290959
"mvr_mpagado__max";0,000125207787921833;0,00056433398916928;0,000481793554115312;0,000556530423156146;0,000524600268238062;0,000481481996653727;6,80358203544106e-05;0,000355301628044411;6,10144854923157e-05;0,000604985030858853;0,000466370271980837;0,000338860370063947;0,000604985030858853
"mextraccion_autoservicio__min";0,000135064882112553;0,000450466030131417;0,000536440329061067;0,000182320266868934;0,000422840610605508;0,000121149440037892;0,00219880411567511;0,000353928732663581;0,00122252983933169;0,000581389477407703;0,000375575025400551;0,000338365465212245;0,00219880411567511
"mv_mlimitecompra";0,000425947307900598;0,000674316992042377;0,000589364427946712;0,00023648072307073;0,000111864100141958;8,69881768300653e-05;0,00162548705471849;0,000687350050443406;0,00148153308284791;0,000633800101574094;0,000301748046102891;0,000337260760028964;0,00162548705471849
"Visa_mpagado__ravg";0,000113619028358137;0,000431576166437302;0,000466650919076958;0,000182135720531008;0,00011718422804989;0,000103857631008182;0,000232276227344257;0,000287745475701988;0,000137032231421149;0,000563714325275514;0,000287517063189197;0,000335698775598171;0,000563714325275514
"mv_mconsumospesos__max";9,77942937659096e-05;0,000428540048534747;0,00039302451439016;0,000362521980134254;0,00014753480810652;6,77331727250262e-05;0,000112213875294674;0,000302961156178759;0,00011668154009706;0,000510933545496696;0,000287216820564279;0,000335481173696768;0,000510933545496696
"mtarjeta_master_consumo__tend";0,0011334965417605;0,000904710371501248;0,000904495486025129;0,000233630652617667;0,000213759731632626;0,000222929512406515;0,000583591350308702;0,000915043403208707;0,000486595302567395;0,000544436597239978;0,000365508913882827;0,00033453434849707;0,0011334965417605
"mcheques_depositados";9,63550482751943e-05;0,000121708789978049;0,000267422077797236;0,000435169682184978;0,000265454481719765;0,000235644436447432;8,44674012171364e-05;0,000112271987956245;0,000109291654530746;0,0003566397952464;0,00036864223315343;0,000333557506155952;0,000435169682184978
